id, Start Time, End Time, Feed Type, Quantity (oz), Quantity (ml or g), Notes, Duration (Minutes), Food Type, Unit, Bottle Type
101,04:36:23 08-12-2021,04:49:21 08-12-2021,Right Breast,,,Asleep feed. Measured at .5oz,12,Breast Milk,,
100,02:46:00 08-12-2021,03:00:39 08-12-2021,Left Breast,,,,14,Breast Milk,,
99,02:25:49 08-12-2021,02:32:29 08-12-2021,Left Breast,,,,6,Breast Milk,,
98,02:04:02 08-12-2021,02:09:05 08-12-2021,Right Breast,,,,5,Breast Milk,,
97,23:50:39 08-11-2021,23:58:26 08-11-2021,Left Breast,,,,7,Breast Milk,,
95,23:20:22 08-11-2021,23:29:22 08-11-2021,Bottle,1.51,44,,9,Liquid,IMPERIAL,Pump
96,23:10:10 08-11-2021,23:15:10 08-11-2021,Right Breast,,,,5,Breast Milk,,
94,21:54:41 08-11-2021,22:03:36 08-11-2021,Left Breast,,,,8,Breast Milk,,
93,21:37:35 08-11-2021,21:47:15 08-11-2021,Right Breast,,,,9,Breast Milk,,
92,19:50:56 08-11-2021,20:00:41 08-11-2021,Bottle,0.50,14,,9,Liquid,IMPERIAL,Pump
91,19:34:00 08-11-2021,19:41:51 08-11-2021,Left Breast,,,,7,Breast Milk,,
90,19:08:39 08-11-2021,19:23:45 08-11-2021,Left Breast,,,,15,Breast Milk,,
89,18:49:24 08-11-2021,18:59:10 08-11-2021,Right Breast,,,,9,Breast Milk,,
88,16:16:47 08-11-2021,16:20:19 08-11-2021,Left Breast,,,,3,Breast Milk,,
87,16:02:19 08-11-2021,16:11:19 08-11-2021,Right Breast,,,,9,Breast Milk,,
86,13:26:16 08-11-2021,13:45:16 08-11-2021,Bottle,1.00,29,,19,Liquid,IMPERIAL,Pump
85,13:12:04 08-11-2021,13:25:29 08-11-2021,Left Breast,,,,13,Breast Milk,,
84,12:54:51 08-11-2021,13:03:50 08-11-2021,Right Breast,,,,8,Breast Milk,,
83,10:36:25 08-11-2021,10:41:19 08-11-2021,Left Breast,,,3730 to 3752 g,4,Breast Milk,,
82,08:55:16 08-11-2021,09:15:16 08-11-2021,Bottle,1.00,29,,20,Liquid,IMPERIAL,Pump
81,08:47:18 08-11-2021,08:51:43 08-11-2021,Right Breast,,,,4,Breast Milk,,
80,08:27:02 08-11-2021,08:36:58 08-11-2021,Right Breast,,,,9,Breast Milk,,
79,07:41:13 08-11-2021,07:53:02 08-11-2021,Left Breast,,,,11,Breast Milk,,
78,07:31:27 08-11-2021,07:36:07 08-11-2021,Left Breast,,,,4,Breast Milk,,
77,05:00:45 08-11-2021,05:12:47 08-11-2021,Bottle,1.00,29,,12,Liquid,IMPERIAL,Formula
76,04:55:16 08-11-2021,05:00:41 08-11-2021,Right Breast,,,,5,Breast Milk,,
75,04:40:18 08-11-2021,04:53:29 08-11-2021,Left Breast,,,,13,Breast Milk,,
74,04:32:38 08-11-2021,04:37:52 08-11-2021,Right Breast,,,,5,Breast Milk,,
73,01:19:17 08-11-2021,01:25:16 08-11-2021,Left Breast,,,,5,Breast Milk,,
72,01:06:28 08-11-2021,01:12:05 08-11-2021,Right Breast,,,,5,Breast Milk,,
71,00:22:23 08-11-2021,00:32:31 08-11-2021,Right Breast,,,,10,Breast Milk,,
70,00:05:42 08-11-2021,00:15:47 08-11-2021,Left Breast,,,,10,Breast Milk,,
69,21:12:14 08-10-2021,21:38:21 08-10-2021,Right Breast,,,,26,Breast Milk,,
68,20:57:00 08-10-2021,21:05:23 08-10-2021,Right Breast,,,,8,Breast Milk,,
67,19:27:19 08-10-2021,19:48:08 08-10-2021,Left Breast,,,,20,Breast Milk,,
66,16:33:43 08-10-2021,16:53:47 08-10-2021,Right Breast,,,,20,Breast Milk,,
65,15:06:26 08-10-2021,15:15:28 08-10-2021,Right Breast,,,,9,Breast Milk,,
64,13:55:09 08-10-2021,14:00:09 08-10-2021,Right Breast,,,,5,Breast Milk,,
63,13:35:52 08-10-2021,13:45:52 08-10-2021,Left Breast,,,,10,Breast Milk,,
62,12:57:35 08-10-2021,13:04:20 08-10-2021,Right Breast,,,,6,Breast Milk,,
61,11:35:28 08-10-2021,11:52:09 08-10-2021,Left Breast,,,,16,Breast Milk,,
60,11:20:04 08-10-2021,11:29:14 08-10-2021,Right Breast,,,,9,Breast Milk,,
59,10:05:48 08-10-2021,10:14:48 08-10-2021,Bottle,1.00,29,,9,Liquid,IMPERIAL,Formula
58,09:35:05 08-10-2021,10:24:28 08-10-2021,Left Breast,,,,49,Breast Milk,,
57,09:19:26 08-10-2021,09:30:04 08-10-2021,Right Breast,,,,10,Breast Milk,,
56,07:44:56 08-10-2021,07:55:00 08-10-2021,Right Breast,,,,10,Breast Milk,,
55,07:21:23 08-10-2021,07:26:51 08-10-2021,Right Breast,,,,5,Breast Milk,,
54,07:08:28 08-10-2021,07:18:41 08-10-2021,Left Breast,,,,10,Breast Milk,,
53,05:06:51 08-10-2021,05:14:04 08-10-2021,Bottle,0.25,7,,7,Liquid,IMPERIAL,Formula
52,04:06:31 08-10-2021,04:17:13 08-10-2021,Left Breast,,,,10,Breast Milk,,
51,03:40:12 08-10-2021,03:52:13 08-10-2021,Right Breast,,,,12,Breast Milk,,
48,23:15:10 08-09-2021,23:30:10 08-09-2021,Bottle,1.00,29,,15,Liquid,IMPERIAL,Formula
49,23:00:44 08-09-2021,23:07:44 08-09-2021,Left Breast,,,,7,Breast Milk,,
50,22:52:18 08-09-2021,23:00:18 08-09-2021,Right Breast,,,,8,Breast Milk,,
47,20:25:53 08-09-2021,20:32:53 08-09-2021,Left Breast,,,,7,Breast Milk,,
46,20:09:19 08-09-2021,20:35:27 08-09-2021,Right Breast,,,,26,Breast Milk,,
45,17:33:58 08-09-2021,17:44:07 08-09-2021,Bottle,1.00,29,,10,Liquid,IMPERIAL,Formula
44,17:05:40 08-09-2021,17:10:40 08-09-2021,Left Breast,,,,5,Breast Milk,,
43,16:55:41 08-09-2021,17:05:58 08-09-2021,Right Breast,,,,10,Breast Milk,,
42,12:30:08 08-09-2021,13:45:24 08-09-2021,Bottle,1.50,44,,75,Liquid,IMPERIAL,Formula
41,12:02:22 08-09-2021,12:08:28 08-09-2021,Left Breast,,,,6,Breast Milk,,
40,11:47:37 08-09-2021,11:56:34 08-09-2021,Right Breast,,,,8,Breast Milk,,
39,10:15:45 08-09-2021,10:39:02 08-09-2021,Left Breast,,,,23,Breast Milk,,
38,09:14:14 08-09-2021,09:29:05 08-09-2021,Right Breast,,,,14,Breast Milk,,
37,08:43:38 08-09-2021,08:52:59 08-09-2021,Left Breast,,,,9,Breast Milk,,
36,08:04:02 08-09-2021,08:19:09 08-09-2021,Right Breast,,,,15,Breast Milk,,
35,05:55:18 08-09-2021,06:05:18 08-09-2021,Left Breast,,,,10,Breast Milk,,
34,05:34:41 08-09-2021,07:25:13 08-09-2021,Right Breast,,,,110,Breast Milk,,
32,04:26:55 08-09-2021,04:32:55 08-09-2021,Left Breast,,,,6,Breast Milk,,
33,01:10:26 08-09-2021,02:00:26 08-09-2021,Right Breast,,,,50,Breast Milk,,
31,00:33:59 08-09-2021,00:45:47 08-09-2021,Left Breast,,,,11,Breast Milk,,
30,00:11:07 08-09-2021,00:21:22 08-09-2021,Right Breast,,,,10,Breast Milk,,
29,23:03:20 08-08-2021,23:41:59 08-08-2021,Right Breast,,,,38,Breast Milk,,
28,22:10:06 08-08-2021,22:21:17 08-08-2021,Left Breast,,,,11,Breast Milk,,
27,21:38:31 08-08-2021,21:49:39 08-08-2021,Right Breast,,,,11,Breast Milk,,
26,19:31:07 08-08-2021,19:31:11 08-08-2021,Bottle,0.03,1,,0,Liquid,METRIC,Pump
25,18:51:52 08-08-2021,19:03:28 08-08-2021,Right Breast,,,,11,Breast Milk,,
24,18:36:16 08-08-2021,18:45:11 08-08-2021,Left Breast,,,,8,Breast Milk,,
23,17:53:11 08-08-2021,18:01:38 08-08-2021,Right Breast,,,,8,Breast Milk,,
22,15:10:04 08-08-2021,15:20:06 08-08-2021,Left Breast,,,,10,Breast Milk,,
21,14:35:14 08-08-2021,14:41:19 08-08-2021,Right Breast,,,,6,Breast Milk,,
20,13:38:45 08-08-2021,13:46:46 08-08-2021,Right Breast,,,,8,Breast Milk,,
19,13:30:14 08-08-2021,13:35:49 08-08-2021,Left Breast,,,,5,Breast Milk,,
18,13:26:34 08-08-2021,13:30:07 08-08-2021,Right Breast,,,,3,Breast Milk,,
17,11:50:41 08-08-2021,11:57:06 08-08-2021,Right Breast,,,,6,Breast Milk,,
16,10:13:28 08-08-2021,10:19:28 08-08-2021,Left Breast,,,,6,Breast Milk,,
15,09:43:20 08-08-2021,09:52:52 08-08-2021,Right Breast,,,,9,Breast Milk,,
14,09:05:49 08-08-2021,09:12:58 08-08-2021,Left Breast,,,,7,Breast Milk,,
13,08:34:31 08-08-2021,08:46:41 08-08-2021,Right Breast,,,,12,Breast Milk,,
12,03:20:38 08-08-2021,03:28:09 08-08-2021,Right Breast,,,,7,Breast Milk,,
11,02:33:17 08-08-2021,02:38:23 08-08-2021,Left Breast,,,,5,Breast Milk,,
10,02:19:09 08-08-2021,02:23:30 08-08-2021,Left Breast,,,,4,Breast Milk,,
9,02:08:51 08-08-2021,02:19:08 08-08-2021,Right Breast,,,,10,Breast Milk,,
8,00:59:20 08-08-2021,01:06:02 08-08-2021,Left Breast,,,,6,Breast Milk,,
7,00:21:48 08-08-2021,00:30:40 08-08-2021,Right Breast,,,,8,Breast Milk,,
6,23:58:44 08-07-2021,00:10:45 08-08-2021,Left Breast,,,,12,Breast Milk,,
5,20:47:45 08-07-2021,20:59:59 08-07-2021,Right Breast,,,,12,Breast Milk,,
4,18:01:35 08-07-2021,18:10:10 08-07-2021,Left Breast,,,,8,Breast Milk,,
3,17:35:01 08-07-2021,17:45:25 08-07-2021,Right Breast,,,,10,Breast Milk,,
2,17:14:05 08-07-2021,17:21:09 08-07-2021,Left Breast,,,,7,Breast Milk,,
1,16:04:01 08-07-2021,16:14:02 08-07-2021,Right Breast,,,,10,Breast Milk,,
