pokedex_no,pokedex_link,img_link2,name,variant,type,type2,gen
664,/wiki/Scatterbug_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d3/664Scatterbug.png/70px-664Scatterbug.png,Scatterbug,,Bug,Bug,6
665,/wiki/Spewpa_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b7/665Spewpa.png/70px-665Spewpa.png,Spewpa,,Bug,Bug,6
666,/wiki/Vivillon_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/4c/666Vivillon.png/70px-666Vivillon.png,Vivillon,Meadow Pattern,Bug,Flying,6
667,/wiki/Litleo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/1f/667Litleo.png/70px-667Litleo.png,Litleo,,Fire,Normal,6
668,/wiki/Pyroar_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/70/668Pyroar.png/70px-668Pyroar.png,Pyroar,,Fire,Normal,6
669,/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/52/669Flab%C3%A9b%C3%A9.png/70px-669Flab%C3%A9b%C3%A9.png,Flabébé,Red Flower,Fairy,Fairy,6
NA,/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a8/HOME669Y.png/70px-HOME669Y.png,Flabébé,Yellow Flower,Fairy,Fairy,6
NA,/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/34/HOME669O.png/70px-HOME669O.png,Flabébé,Orange Flower,Fairy,Fairy,6
NA,/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e5/HOME669B.png/70px-HOME669B.png,Flabébé,Blue Flower,Fairy,Fairy,6
NA,/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a2/HOME669W.png/70px-HOME669W.png,Flabébé,White Flower,Fairy,Fairy,6
670,/wiki/Floette_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/17/670Floette.png/70px-670Floette.png,Floette,Red Flower,Fairy,Fairy,6
NA,/wiki/Floette_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/95/HOME670Y.png/70px-HOME670Y.png,Floette,Yellow Flower,Fairy,Fairy,6
NA,/wiki/Floette_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/1d/HOME670O.png/70px-HOME670O.png,Floette,Orange Flower,Fairy,Fairy,6
NA,/wiki/Floette_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b9/HOME670B.png/70px-HOME670B.png,Floette,Blue Flower,Fairy,Fairy,6
NA,/wiki/Floette_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/3e/HOME670W.png/70px-HOME670W.png,Floette,White Flower,Fairy,Fairy,6
671,/wiki/Florges_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/37/671Florges.png/70px-671Florges.png,Florges,Red Flower,Fairy,Fairy,6
NA,/wiki/Florges_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/02/HOME671Y.png/70px-HOME671Y.png,Florges,Yellow Flower,Fairy,Fairy,6
NA,/wiki/Florges_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/17/HOME671O.png/70px-HOME671O.png,Florges,Orange Flower,Fairy,Fairy,6
NA,/wiki/Florges_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f3/HOME671B.png/70px-HOME671B.png,Florges,Blue Flower,Fairy,Fairy,6
NA,/wiki/Florges_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/24/HOME671W.png/70px-HOME671W.png,Florges,White Flower,Fairy,Fairy,6
672,/wiki/Skiddo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/5d/672Skiddo.png/70px-672Skiddo.png,Skiddo,,Grass,Grass,6
673,/wiki/Gogoat_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/bc/673Gogoat.png/70px-673Gogoat.png,Gogoat,,Grass,Grass,6
674,/wiki/Pancham_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/1c/674Pancham.png/70px-674Pancham.png,Pancham,,Fighting,Fighting,6
675,/wiki/Pangoro_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/08/675Pangoro.png/70px-675Pangoro.png,Pangoro,,Fighting,Dark,6
676,/wiki/Furfrou_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/49/676Furfrou.png/70px-676Furfrou.png,Furfrou,Natural Form,Normal,Normal,6
677,/wiki/Espurr_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/09/677Espurr.png/70px-677Espurr.png,Espurr,,Psychic,Psychic,6
678,/wiki/Meowstic_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/58/678Meowstic-Male.png/70px-678Meowstic-Male.png,Meowstic,Male,Psychic,Psychic,6
NA,/wiki/Meowstic_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/bb/678Meowstic-Female.png/70px-678Meowstic-Female.png,Meowstic,Female,Psychic,Psychic,6
679,/wiki/Honedge_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/35/679Honedge.png/70px-679Honedge.png,Honedge,,Steel,Ghost,6
680,/wiki/Doublade_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/ef/680Doublade.png/70px-680Doublade.png,Doublade,,Steel,Ghost,6
681,/wiki/Aegislash_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/ec/681Aegislash-Shield.png/70px-681Aegislash-Shield.png,Aegislash,Shield Forme,Steel,Ghost,6
NA,/wiki/Aegislash_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f9/681Aegislash-Blade.png/70px-681Aegislash-Blade.png,Aegislash,Blade Forme,Steel,Ghost,6
682,/wiki/Spritzee_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/66/682Spritzee.png/70px-682Spritzee.png,Spritzee,,Fairy,Fairy,6
683,/wiki/Aromatisse_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d9/683Aromatisse.png/70px-683Aromatisse.png,Aromatisse,,Fairy,Fairy,6
684,/wiki/Swirlix_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/bf/684Swirlix.png/70px-684Swirlix.png,Swirlix,,Fairy,Fairy,6
685,/wiki/Slurpuff_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/8d/685Slurpuff.png/70px-685Slurpuff.png,Slurpuff,,Fairy,Fairy,6
686,/wiki/Inkay_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/70/686Inkay.png/70px-686Inkay.png,Inkay,,Dark,Psychic,6
687,/wiki/Malamar_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e4/687Malamar.png/70px-687Malamar.png,Malamar,,Dark,Psychic,6
688,/wiki/Binacle_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/5b/688Binacle.png/70px-688Binacle.png,Binacle,,Rock,Water,6
689,/wiki/Barbaracle_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/48/689Barbaracle.png/70px-689Barbaracle.png,Barbaracle,,Rock,Water,6
690,/wiki/Skrelp_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/4e/690Skrelp.png/70px-690Skrelp.png,Skrelp,,Poison,Water,6
691,/wiki/Dragalge_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a9/691Dragalge.png/70px-691Dragalge.png,Dragalge,,Poison,Dragon,6
692,/wiki/Clauncher_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/fb/692Clauncher.png/70px-692Clauncher.png,Clauncher,,Water,Water,6
693,/wiki/Clawitzer_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d3/693Clawitzer.png/70px-693Clawitzer.png,Clawitzer,,Water,Water,6
694,/wiki/Helioptile_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/51/694Helioptile.png/70px-694Helioptile.png,Helioptile,,Electric,Normal,6
695,/wiki/Heliolisk_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f6/695Heliolisk.png/70px-695Heliolisk.png,Heliolisk,,Electric,Normal,6
696,/wiki/Tyrunt_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c3/696Tyrunt.png/70px-696Tyrunt.png,Tyrunt,,Rock,Dragon,6
697,/wiki/Tyrantrum_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/8b/697Tyrantrum.png/70px-697Tyrantrum.png,Tyrantrum,,Rock,Dragon,6
698,/wiki/Amaura_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/2a/698Amaura.png/70px-698Amaura.png,Amaura,,Rock,Ice,6
699,/wiki/Aurorus_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/9e/699Aurorus.png/70px-699Aurorus.png,Aurorus,,Rock,Ice,6
700,/wiki/Sylveon_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e8/700Sylveon.png/70px-700Sylveon.png,Sylveon,,Fairy,Fairy,6
701,/wiki/Hawlucha_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/44/701Hawlucha.png/70px-701Hawlucha.png,Hawlucha,,Fighting,Flying,6
702,/wiki/Dedenne_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c9/702Dedenne.png/70px-702Dedenne.png,Dedenne,,Electric,Fairy,6
703,/wiki/Carbink_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/fa/703Carbink.png/70px-703Carbink.png,Carbink,,Rock,Fairy,6
704,/wiki/Goomy_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/28/704Goomy.png/70px-704Goomy.png,Goomy,,Dragon,Dragon,6
705,/wiki/Sliggoo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/95/705Sliggoo.png/70px-705Sliggoo.png,Sliggoo,,Dragon,Dragon,6
NA,/wiki/Sliggoo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/90/705Sliggoo-Hisui.png/70px-705Sliggoo-Hisui.png,Sliggoo,Hisuian Form,Steel,Dragon,6
706,/wiki/Goodra_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/df/706Goodra.png/70px-706Goodra.png,Goodra,,Dragon,Dragon,6
NA,/wiki/Goodra_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/27/706Goodra-Hisui.png/70px-706Goodra-Hisui.png,Goodra,Hisuian Form,Steel,Dragon,6
707,/wiki/Klefki_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/04/707Klefki.png/70px-707Klefki.png,Klefki,,Steel,Fairy,6
708,/wiki/Phantump_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/72/708Phantump.png/70px-708Phantump.png,Phantump,,Ghost,Grass,6
709,/wiki/Trevenant_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/4b/709Trevenant.png/70px-709Trevenant.png,Trevenant,,Ghost,Grass,6
710,/wiki/Pumpkaboo_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/df/710Pumpkaboo.png/70px-710Pumpkaboo.png,Pumpkaboo,,Ghost,Grass,6
711,/wiki/Gourgeist_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/88/711Gourgeist.png/70px-711Gourgeist.png,Gourgeist,,Ghost,Grass,6
712,/wiki/Bergmite_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c3/712Bergmite.png/70px-712Bergmite.png,Bergmite,,Ice,Ice,6
713,/wiki/Avalugg_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/04/713Avalugg.png/70px-713Avalugg.png,Avalugg,,Ice,Ice,6
NA,/wiki/Avalugg_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/18/713Avalugg-Hisui.png/70px-713Avalugg-Hisui.png,Avalugg,Hisuian Form,Ice,Rock,6
714,/wiki/Noibat_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/07/714Noibat.png/70px-714Noibat.png,Noibat,,Flying,Dragon,6
715,/wiki/Noivern_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/15/715Noivern.png/70px-715Noivern.png,Noivern,,Flying,Dragon,6
716,/wiki/Xerneas_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/ef/HOME716N.png/70px-HOME716N.png,Xerneas,Neutral Mode,Fairy,Fairy,6
NA,/wiki/Xerneas_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/13/716Xerneas.png/70px-716Xerneas.png,Xerneas,Active Mode,Fairy,Fairy,6
717,/wiki/Yveltal_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/54/717Yveltal.png/70px-717Yveltal.png,Yveltal,,Dark,Flying,6
718,/wiki/Zygarde_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/3a/718Zygarde.png/70px-718Zygarde.png,Zygarde,50% Forme,Dragon,Ground,6
NA,/wiki/Zygarde_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/94/718Zygarde-10Percent.png/70px-718Zygarde-10Percent.png,Zygarde,10% Forme,Dragon,Ground,6
NA,/wiki/Zygarde_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/91/718Zygarde-Complete.png/70px-718Zygarde-Complete.png,Zygarde,Complete Forme,Dragon,Ground,6
719,/wiki/Diancie_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b3/719Diancie.png/70px-719Diancie.png,Diancie,,Rock,Fairy,6
720,/wiki/Hoopa_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/fb/720Hoopa.png/70px-720Hoopa.png,Hoopa,Hoopa Confined,Psychic,Ghost,6
NA,/wiki/Hoopa_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/ad/720Hoopa-Unbound.png/70px-720Hoopa-Unbound.png,Hoopa,Hoopa Unbound,Psychic,Dark,6
721,/wiki/Volcanion_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/44/721Volcanion.png/70px-721Volcanion.png,Volcanion,,Fire,Water,6
722,/wiki/Rowlet_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/74/722Rowlet.png/70px-722Rowlet.png,Rowlet,,Grass,Flying,7
723,/wiki/Dartrix_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/1e/723Dartrix.png/70px-723Dartrix.png,Dartrix,,Grass,Flying,7
724,/wiki/Decidueye_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a4/724Decidueye.png/70px-724Decidueye.png,Decidueye,,Grass,Ghost,7
NA,/wiki/Decidueye_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/59/724Decidueye-Hisui.png/70px-724Decidueye-Hisui.png,Decidueye,Hisuian Form,Grass,Fighting,7
725,/wiki/Litten_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/0e/725Litten.png/70px-725Litten.png,Litten,,Fire,Fire,7
726,/wiki/Torracat_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/dc/726Torracat.png/70px-726Torracat.png,Torracat,,Fire,Fire,7
727,/wiki/Incineroar_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/27/727Incineroar.png/70px-727Incineroar.png,Incineroar,,Fire,Dark,7
728,/wiki/Popplio_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d8/728Popplio.png/70px-728Popplio.png,Popplio,,Water,Water,7
729,/wiki/Brionne_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/cd/729Brionne.png/70px-729Brionne.png,Brionne,,Water,Water,7
730,/wiki/Primarina_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/89/730Primarina.png/70px-730Primarina.png,Primarina,,Water,Fairy,7
731,/wiki/Pikipek_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/15/731Pikipek.png/70px-731Pikipek.png,Pikipek,,Normal,Flying,7
732,/wiki/Trumbeak_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/5c/732Trumbeak.png/70px-732Trumbeak.png,Trumbeak,,Normal,Flying,7
733,/wiki/Toucannon_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/78/733Toucannon.png/70px-733Toucannon.png,Toucannon,,Normal,Flying,7
734,/wiki/Yungoos_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/08/734Yungoos.png/70px-734Yungoos.png,Yungoos,,Normal,Normal,7
735,/wiki/Gumshoos_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/ba/735Gumshoos.png/70px-735Gumshoos.png,Gumshoos,,Normal,Normal,7
736,/wiki/Grubbin_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/14/736Grubbin.png/70px-736Grubbin.png,Grubbin,,Bug,Bug,7
737,/wiki/Charjabug_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/ec/737Charjabug.png/70px-737Charjabug.png,Charjabug,,Bug,Electric,7
738,/wiki/Vikavolt_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/4e/738Vikavolt.png/70px-738Vikavolt.png,Vikavolt,,Bug,Electric,7
739,/wiki/Crabrawler_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/98/739Crabrawler.png/70px-739Crabrawler.png,Crabrawler,,Fighting,Fighting,7
740,/wiki/Crabominable_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/17/740Crabominable.png/70px-740Crabominable.png,Crabominable,,Fighting,Ice,7
741,/wiki/Oricorio_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/33/741Oricorio.png/70px-741Oricorio.png,Oricorio,Baile Style,Fire,Flying,7
NA,/wiki/Oricorio_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/6/6d/741Oricorio-Pom-Pom.png/70px-741Oricorio-Pom-Pom.png,Oricorio,Pom-Pom Style,Electric,Flying,7
NA,/wiki/Oricorio_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/50/741Oricorio-Pa%27u.png/70px-741Oricorio-Pa%27u.png,Oricorio,Pa’u Style,Psychic,Flying,7
NA,/wiki/Oricorio_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/1c/741Oricorio-Sensu.png/70px-741Oricorio-Sensu.png,Oricorio,Sensu Style,Ghost,Flying,7
742,/wiki/Cutiefly_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/fa/742Cutiefly.png/70px-742Cutiefly.png,Cutiefly,,Bug,Fairy,7
743,/wiki/Ribombee_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e4/743Ribombee.png/70px-743Ribombee.png,Ribombee,,Bug,Fairy,7
744,/wiki/Rockruff_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/51/744Rockruff.png/70px-744Rockruff.png,Rockruff,,Rock,Rock,7
745,/wiki/Lycanroc_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/14/745Lycanroc.png/70px-745Lycanroc.png,Lycanroc,Midday Form,Rock,Rock,7
NA,/wiki/Lycanroc_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/34/745Lycanroc-Midnight.png/70px-745Lycanroc-Midnight.png,Lycanroc,Midnight Form,Rock,Rock,7
NA,/wiki/Lycanroc_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/37/745Lycanroc-Dusk.png/70px-745Lycanroc-Dusk.png,Lycanroc,Dusk Form,Rock,Rock,7
746,/wiki/Wishiwashi_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/75/746Wishiwashi.png/70px-746Wishiwashi.png,Wishiwashi,Solo Form,Water,Water,7
NA,/wiki/Wishiwashi_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/7f/746Wishiwashi-School.png/70px-746Wishiwashi-School.png,Wishiwashi,School Form,Water,Water,7
747,/wiki/Mareanie_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d3/747Mareanie.png/70px-747Mareanie.png,Mareanie,,Poison,Water,7
748,/wiki/Toxapex_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/0/06/748Toxapex.png/70px-748Toxapex.png,Toxapex,,Poison,Water,7
749,/wiki/Mudbray_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/12/749Mudbray.png/70px-749Mudbray.png,Mudbray,,Ground,Ground,7
750,/wiki/Mudsdale_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f7/750Mudsdale.png/70px-750Mudsdale.png,Mudsdale,,Ground,Ground,7
751,/wiki/Dewpider_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/29/751Dewpider.png/70px-751Dewpider.png,Dewpider,,Water,Bug,7
752,/wiki/Araquanid_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/8/82/752Araquanid.png/70px-752Araquanid.png,Araquanid,,Water,Bug,7
753,/wiki/Fomantis_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/10/753Fomantis.png/70px-753Fomantis.png,Fomantis,,Grass,Grass,7
754,/wiki/Lurantis_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/19/754Lurantis.png/70px-754Lurantis.png,Lurantis,,Grass,Grass,7
755,/wiki/Morelull_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c9/755Morelull.png/70px-755Morelull.png,Morelull,,Grass,Fairy,7
756,/wiki/Shiinotic_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/36/756Shiinotic.png/70px-756Shiinotic.png,Shiinotic,,Grass,Fairy,7
757,/wiki/Salandit_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/27/757Salandit.png/70px-757Salandit.png,Salandit,,Poison,Fire,7
758,/wiki/Salazzle_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/72/758Salazzle.png/70px-758Salazzle.png,Salazzle,,Poison,Fire,7
759,/wiki/Stufful_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/e5/759Stufful.png/70px-759Stufful.png,Stufful,,Normal,Fighting,7
760,/wiki/Bewear_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a4/760Bewear.png/70px-760Bewear.png,Bewear,,Normal,Fighting,7
761,/wiki/Bounsweet_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/a/a1/761Bounsweet.png/70px-761Bounsweet.png,Bounsweet,,Grass,Grass,7
762,/wiki/Steenee_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/78/762Steenee.png/70px-762Steenee.png,Steenee,,Grass,Grass,7
763,/wiki/Tsareena_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/23/763Tsareena.png/70px-763Tsareena.png,Tsareena,,Grass,Grass,7
764,/wiki/Comfey_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/c/c9/764Comfey.png/70px-764Comfey.png,Comfey,,Fairy,Fairy,7
765,/wiki/Oranguru_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/d8/765Oranguru.png/70px-765Oranguru.png,Oranguru,,Normal,Psychic,7
766,/wiki/Passimian_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/ba/766Passimian.png/70px-766Passimian.png,Passimian,,Fighting,Fighting,7
767,/wiki/Wimpod_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/e/ef/767Wimpod.png/70px-767Wimpod.png,Wimpod,,Bug,Water,7
768,/wiki/Golisopod_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/b6/768Golisopod.png/70px-768Golisopod.png,Golisopod,,Bug,Water,7
769,/wiki/Sandygast_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/f0/769Sandygast.png/70px-769Sandygast.png,Sandygast,,Ghost,Ground,7
770,/wiki/Palossand_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/32/770Palossand.png/70px-770Palossand.png,Palossand,,Ghost,Ground,7
771,/wiki/Pyukumuku_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/4/4f/771Pyukumuku.png/70px-771Pyukumuku.png,Pyukumuku,,Water,Water,7
772,/wiki/Type:_Null_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/f/fd/772Type_Null.png/70px-772Type_Null.png,Type: Null,,Normal,Normal,7
773,/wiki/Silvally_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/b/be/773Silvally.png/70px-773Silvally.png,Silvally,Type: Normal,Normal,Normal,7
774,/wiki/Minior_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/90/774Minior.png/70px-774Minior.png,Minior,Meteor Form,Rock,Flying,7
NA,/wiki/Minior_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/20/774Minior-Core.png/70px-774Minior-Core.png,Minior,Red Core,Rock,Flying,7
775,/wiki/Komala_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/7/7d/775Komala.png/70px-775Komala.png,Komala,,Normal,Normal,7
776,/wiki/Turtonator_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/1/15/776Turtonator.png/70px-776Turtonator.png,Turtonator,,Fire,Dragon,7
777,/wiki/Togedemaru_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/5/5a/777Togedemaru.png/70px-777Togedemaru.png,Togedemaru,,Electric,Steel,7
778,/wiki/Mimikyu_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/9b/778Mimikyu.png/70px-778Mimikyu.png,Mimikyu,Disguised Form,Ghost,Fairy,7
NA,/wiki/Mimikyu_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/3/35/HOME778B.png/70px-HOME778B.png,Mimikyu,Busted Form,Ghost,Fairy,7
779,/wiki/Bruxish_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/9/92/779Bruxish.png/70px-779Bruxish.png,Bruxish,,Water,Psychic,7
780,/wiki/Drampa_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/d/dc/780Drampa.png/70px-780Drampa.png,Drampa,,Normal,Dragon,7
781,/wiki/Dhelmise_(Pok%C3%A9mon),//archives.bulbagarden.net/media/upload/thumb/2/2f/781Dhelmise.png/70px-781Dhelmise.png,Dhelmise,,Ghost,Grass,7
